node,0,node0,2212,1972
node,1,node1,4941,2793
node,2,node2,3878,3137
node,3,node3,4032,4173
node,4,node4,4735,2049
node,5,node5,5867,4593
node,6,node6,4082,1803
node,7,node7,3351,4218
node,8,node8,5788,2328
node,9,node9,4176,3669
node,10,node10,4579,4010
node,11,node11,2850,2272
node,12,node12,3412,3873
node,13,node13,4545,2684
node,14,node14,5389,2355
node,15,node15,3168,2478
node,16,node16,3785,3998
node,17,node17,5195,2478
node,18,node18,5025,4474
node,19,node19,5171,3309
node,20,node20,5827,3023
node,21,node21,2184,1686
node,22,node22,3212,4398
node,23,node23,3212,2213
node,24,node24,4754,2544
node,25,node25,4917,4019
node,26,node26,2130,3859
node,27,node27,4293,4003
node,28,node28,5987,4620
node,29,node29,4499,2177
node,30,node30,2077,2801
node,31,node31,3282,2395
node,32,node32,5793,3276
node,33,node33,5593,1810
node,34,node34,4448,3978
node,35,node35,5308,1589
node,36,node36,4063,4244
node,37,node37,5398,3044
node,38,node38,3897,2401
node,39,node39,3491,2055
node,40,node40,3599,3513
node,41,node41,4410,4513
node,42,node42,4609,2919
node,43,node43,5142,3365
node,44,node44,3324,2714
node,45,node45,2592,2037
node,46,node46,4536,3958
node,47,node47,4565,2860
node,48,node48,5783,2842
node,49,node49,3602,1641
node,50,node50,4514,1626
node,51,node51,5617,3970
node,52,node52,4339,2854
node,53,node53,2716,1890
node,54,node54,4139,3669
node,55,node55,2157,2054
node,56,node56,4454,2370
node,57,node57,3086,4247
node,58,node58,3296,2984
node,59,node59,5522,3727
node,60,node60,2439,2260
node,61,node61,5974,1731
node,62,node62,5228,1569
node,63,node63,5181,2269
node,64,node64,2069,3890
node,65,node65,5607,3043
node,66,node66,2046,1848
node,67,node67,5699,4090
node,68,node68,2452,2377
node,69,node69,4289,3422
node,70,node70,4558,1662
node,71,node71,4156,2347
node,72,node72,3546,4281
node,73,node73,4405,4635
node,74,node74,3312,1898
node,75,node75,5155,3580
node,76,node76,4701,4216
node,77,node77,2976,3190
node,78,node78,4749,2209
node,79,node79,3571,1915
node,80,node80,4643,2308
node,81,node81,3387,3899
node,82,node82,3351,1595
node,83,node83,2175,2027
node,84,node84,4262,1658
node,85,node85,3933,4428
node,86,node86,3674,2702
node,87,node87,4263,2558
node,88,node88,2609,3771
node,89,node89,3831,3273
node,90,node90,3160,3846
node,91,node91,2461,2194
node,92,node92,5497,1962
node,93,node93,4334,3305
node,94,node94,3617,4131
node,95,node95,5807,4043
node,96,node96,3086,1608
node,97,node97,3586,2515
node,98,node98,4260,4131
node,99,node99,4285,4096
link,0,55
link,0,71
link,0,7
link,2,23
link,2,57
link,2,82
link,3,20
link,3,83
link,3,31
link,6,22
link,7,85
link,8,26
link,9,98
link,9,92
link,10,3
link,13,27
link,17,9
link,17,4
link,17,57
link,18,28
link,18,32
link,18,14
link,19,43
link,19,72
link,19,36
link,20,20
link,20,7
link,20,32
link,22,60
link,22,19
link,22,62
link,23,95
link,25,49
link,25,46
link,26,72
link,28,43
link,28,21
link,29,5
link,30,74
link,31,96
link,31,30
link,33,46
link,33,91
link,33,57
link,35,51
link,35,37
link,35,40
link,36,43
link,37,74
link,37,28
link,38,89
link,38,26
link,38,56
link,40,92
link,41,18
link,41,86
link,42,98
link,42,51
link,43,68
link,45,79
link,45,13
link,45,71
link,46,56
link,46,65
link,46,9
link,47,72
link,47,65
link,47,26
link,48,3
link,48,74
link,49,42
link,49,85
link,50,2
link,50,44
link,51,76
link,52,7
link,52,48
link,52,15
link,54,23
link,54,8
link,54,67
link,55,76
link,57,35
link,57,62
link,57,44
link,58,9
link,59,62
link,60,38
link,60,68
link,60,69
link,61,11
link,61,81
link,62,7
link,62,96
link,62,42
link,63,64
link,63,23
link,63,24
link,64,20
link,64,92
link,64,41
link,66,72
link,67,7
link,68,87
link,69,30
link,69,12
link,70,1
link,72,93
link,72,5
link,72,11
link,73,22
link,73,52
link,74,30
link,74,12
link,74,22
link,75,4
link,76,97
link,76,53
link,76,42
link,77,42
link,77,66
link,77,40
link,78,10
link,78,52
link,78,72
link,82,75
link,82,51
link,83,70
link,84,0
link,84,29
link,86,17
link,86,73
link,86,49
link,87,95
link,87,85
link,87,29
link,88,66
link,88,58
link,88,15
link,89,72
link,89,65
link,89,4
link,90,88
link,90,14
link,91,29
link,91,1
link,94,23
link,94,92
link,94,90
link,95,61
link,95,15
link,96,59
link,96,52
link,97,86
link,97,23
link,97,7
